,name,time_elapsed,best_score,test_score
0,car,1.419294834136963,0.9486232887248117,0.9682080924855492
1,segment,0.7575533390045166,0.9361471861471861,0.9372294372294372
2,mfeat-pixel,1.3346431255340576,0.9750112180013353,0.9875
3,Fashion-MNIST,105.185391664505,0.8800714285714284,0.8837142857142857
